i,j
8468,1838
2282,9151
10525,9861
2426,8896
10094,1628
8017,125
1054,1008
2600,4180
4901,4650
11538,4242
2820,857
3388,4034
913,8708
7764,2339
6445,4719
274,1940
2714,3843
7007,4445
7507,2586
8680,11291
5203,11395
8357,4888
2236,3833
667,9026
7727,2925
9130,7358
2439,460
5562,7436
4934,4116
9126,5123
1202,2850
998,4126
1589,4645
8765,8088
5224,11471
1654,5707
8399,730
699,7115
6054,1642
5595,2536
250,2993
2495,8107
10696,10456
4201,10187
123,1466
3608,10112
572,5921
10854,7525
2859,451
2563,4735
1479,3828
619,4646
6392,9724
1419,7381
1892,2204
3364,3865
4207,5790
2726,7036
6046,6210
1884,9755
1360,3131
1558,5416
5682,11514
4426,9470
8589,10763
6367,4077
2476,7939
2122,9016
3367,6013
372,961
7804,7990
4500,9307
8908,11484
11229,3718
9290,8517
3200,4231
152,7409
2887,7737
2076,6118
5937,123
3538,2966
723,6985
98,2471
1166,138
10632,8241
4713,6039
909,7152
4739,4270
3791,2707
9356,8629
8833,3782
2834,5102
7672,7726
10101,10090
6325,95
6126,1853
4519,6801
4069,3825
7138,464
11297,10046
2764,4855
10053,7229
10456,3169
10220,620
3063,2265
3684,3160
5473,134
6433,10695
2737,2521
9661,5490
5604,254
947,1816
5941,7901
7565,8675
5134,353
9105,11
4918,7052
8576,4683
10338,7664
496,241
1346,2766
3635,10480
5239,9609
10292,8665
10071,4208
9132,1091
3539,1567
4929,5998
10347,2348
4026,3629
4491,2837
4320,9508
5042,9407
1638,11003
8716,5139
9101,8009
4868,7801
1089,5144
10052,2286
3747,724
2540,7350
6234,5147
10156,3959
10391,5383
3076,4564
8596,195
11467,10642
9134,10820
9717,2847
2700,9382
6553,470
5476,6493
2593,10357
10355,7939
2120,7433
8765,6628
6965,11195
10975,2355
2109,362
9389,10409
5070,7806
886,10421
7828,7652
14,1096
8088,7066
1102,3672
11286,3748
5051,4548
2089,4604
1123,5249
10967,5828
10400,1052
10780,2242
411,9305
2972,4684
8949,6121
6129,7190
4676,4389
1678,4692
1314,6374
611,6084
1154,8396
9227,7568
2386,5341
4097,6556
7928,6597
9057,11206
7116,10708
1300,5062
9412,5937
10080,4968
8582,5672
8103,10766
3286,657
4026,66
4792,10319
6398,2061
376,346
245,11419
1868,2099
235,9108
9453,2973
4111,1143
3746,7544
9308,7219
507,2312
9704,236
3432,511
10558,5162
2899,6092
7503,1564
1138,5863
4919,4093
8542,2897
1153,4600
8992,5279
4295,1399
1740,4927
6559,2951
7537,737
5692,4866
8844,11151
4861,9088
4735,167
1309,5577
6896,458
2318,318
2039,8854
3365,5491
8796,5185
1836,11386
6117,8141
7273,6440
179,3937
561,4470
7220,3526
8287,9845
4257,2585
8221,10428
1410,1446
7794,1738
3965,10994
2827,1009
146,953
4775,7706
673,1690
8963,2234
10991,389
1517,6601
5510,7430
6612,445
3285,8977
7572,499
1409,6648
9841,7337
7715,3751
10561,3753
7495,9725
11168,2055
10356,7475
10468,6375
1800,7899
10624,2735
7373,4250
1582,2563
369,7273
10633,4641
2014,1998
10765,7605
4168,705
8835,4599
4643,1394
2847,5567
3915,6170
811,4457
445,7288
8222,2943
4464,11366
4250,1971
2472,9567
3993,9073
2428,7748
11354,10996
1586,7722
3892,5588
3408,6351
8995,10284
9121,9839
2809,7981
9684,565
1829,2751
4489,6378
1539,11157
6658,7604
3997,7055
4211,2635
830,11240
9723,487
9333,753
3388,8358
9483,7526
11505,1869
7844,5421
3419,3915
8370,5719
2182,3297
3987,3348
2075,757
2461,3054
3761,680
5415,4925
1354,5553
7381,1489
4154,6192
3092,1651
5192,658
10342,2128
2291,7326
9577,7342
1619,947
3778,4612
2657,4976
10406,11477
11417,4699
9155,1596
10059,2079
9307,7510
6143,4706
5898,3049
3574,4030
3858,7447
5257,4668
3183,9274
6073,2520
10849,1956
5169,4312
8976,10466
476,2227
6457,1018
5117,8762
2323,4355
11353,5320
2423,9419
3211,11397
3254,10460
5965,6304
10389,665
10394,2738
7341,8613
352,2819
7641,1767
930,9396
2595,1397
11241,622
2427,6130
1072,935
8262,239
3171,9522
8754,550
9861,4216
8882,5119
6214,5939
11225,6642
11201,7826
4239,5281
3578,2507
11370,777
5978,1718
5609,10207
2223,2406
1134,457
1447,3812
908,11485
2529,1867
2902,2099
7114,928
7473,2875
6094,2300
9754,2082
558,8063
6888,6448
4825,8543
6113,8726
7238,7273
2849,3644
7865,2969
3286,736
239,6416
8358,8990
5066,911
2757,6362
2719,2590
11396,2854
11495,22
10872,4346
5061,1756
2143,4144
6133,2250
5261,3117
1963,2287
7167,1332
1462,4604
6216,4126
2436,6005
11225,5795
4086,10768
3637,7015
7858,2904
11470,6982
3735,2805
5597,2109
6344,999
11390,2273
1538,7282
3264,5430
1504,8596
572,7273
2714,7153
7662,3770
7186,3196
6600,1361
4790,10968
4251,6186
10252,4493
399,7975
9106,1551
9426,961
5251,70
11511,8685
1365,3126
3049,7864
5734,2466
4248,2311
2810,8406
4802,3473
7545,1400
4275,7866
9005,9723
6453,5616
10674,4858
4883,5891
2399,3554
6847,2468
1454,2040
4395,3146
523,945
708,4079
3568,8825
2936,396
9707,5604
6626,3405
6392,4025
1224,233
7134,5360
8836,4225
1134,593
4291,8003
9419,5428
6013,11289
1158,7060
5806,9257
4977,9119
6469,9667
8428,2153
7349,271
7314,4136
2760,4717
5194,5063
3456,1423
8977,4868
1619,5299
6514,89
4515,295
9423,6459
9702,3110
484,7449
5569,11247
2053,10036
5341,2002
100,11417
3719,10559
8788,4973
2309,362
5808,2483
3957,9742
3846,5150
9432,1416
3452,6253
8156,334
7376,3673
2159,4669
10154,4431
6860,1711
10222,10713
6450,10150
3651,1057
11245,4308
10231,6949
6898,620
2427,5540
9453,2340
837,6838
7861,3769
3041,5548
163,11246
5797,9443
8289,6289
7008,4761
1606,1723
940,6039
5387,696
4396,3697
2399,571
3192,4435
8265,7117
10192,7372
3694,1191
1684,4391
4403,1319
9662,4392
3399,3047
305,5908
8834,6935
7218,2704
1272,1680
981,3206
3946,10343
6153,1309
7184,853
5333,3421
4780,3975
2898,11267
245,888
6668,2264
2370,5585
7634,1765
7719,1108
6500,9671
466,65
7743,11397
4853,3152
10861,3315
9104,719
5561,579
4223,7783
10331,5522
5779,1983
7691,6874
5180,2070
8558,7123
10920,4050
7114,2604
54,4625
4148,420
3247,6482
4025,188
2587,10854
5432,4739
10946,368
6955,1153
3475,635
2183,3602
450,4632
8095,1852
6961,6010
6007,2981
263,11226
8803,1400
10157,10317
2514,7065
4779,2580
7719,2622
1072,33
279,716
3280,2108
372,66
3547,9140
4360,7794
11301,8095
11465,10046
323,5126
3844,11437
7070,1324
9409,10806
4763,8622
4963,6179
1658,5304
737,7564
4448,8548
6346,7484
357,6532
7136,3784
4853,2111
7948,4733
4517,3466
360,6993
8683,242
8300,3673
7651,1005
1473,704
4637,3256
2881,5823
1266,6265
2516,11449
2548,8338
6312,9198
552,5090
3940,7776
7151,3256
10512,5684
2830,1082
5019,8519
6475,3454
11252,1996
8732,1734
182,3711
9131,3634
3880,2726
1251,3281
7058,6812
207,708
7180,9423
4576,6577
3434,3780
2080,670
9666,3110
209,6230
8811,330
7852,1750
4635,7410
8686,1651
1484,4932
2507,5948
11158,3005
2346,5349
7722,2182
7131,4892
9163,735
5711,4875
3091,8248
3654,9851
7725,10332
6520,8055
6815,3776
1576,1839
7695,1882
10210,5140
1936,166
11003,5656
650,6151
649,1081
6369,1466
2724,8649
11287,5187
4248,765
6591,4207
78,5258
10675,893
2311,97
8778,7920
2132,11417
7555,7888
2647,6859
9760,6487
9299,9764
4893,1103
2367,11257
5262,4012
10149,2298
5894,3264
3904,2859
9130,1115
6231,9033
11203,180
4318,3079
3164,7086
9121,9047
3292,3074
5014,5909
4444,5177
6961,7617
2347,7524
3962,3985
3348,6713
4818,10116
10757,6170
1557,1430
9722,8108
2812,10636
492,7217
2962,896
5499,6883
791,10633
6414,6922
5061,388
2976,3867
1589,9722
562,1057
1682,7508
4654,2943
3743,9475
2391,481
11257,2078
594,7543
707,7329
9747,3255
9206,3362
2071,6678
571,3572
5907,7639
7728,1107
7036,6644
7282,11208
8719,7874
8583,1248
486,9057
10062,9881
7902,4367
6151,2158
2956,2563
4692,1647
1845,4411
8086,8857
5072,4712
5124,285
6999,1771
9650,10509
9453,2923
2039,10154
1510,11155
8098,2972
5716,1300
8640,1405
1312,5069
409,1817
5635,2473
8561,2618
3471,1449
2802,3652
5072,3886
683,2236
3475,8900
5087,9176
8990,2895
4641,2806
11267,11520
1852,5538
5102,1397
3497,2608
6305,276
10964,9178
808,7064
9701,9409
3562,484
11204,3845
448,965
8388,1625
6176,7373
5083,7002
2338,7147
4386,9893
2246,9466
6348,3126
10975,8549
10314,6719
5263,7457
2930,10157
2764,10358
6991,297
5373,1195
4246,1404
8627,292
3737,3642
8428,516
6997,11164
86,10182
2211,3279
5907,3397
11509,11548
2709,1522
5685,2342
3266,8373
7358,562
1170,3774
10585,6683
9325,3403
2482,10700
3054,4549
2802,4428
4202,2710
4989,6403
9152,9905
2088,9635
6620,1381
6296,4850
3598,984
8677,3039
3701,543
2377,10036
4448,5628
7866,3790
9765,2150
3398,4479
1331,5583
10190,5709
3191,7663
3772,5814
7085,1483
3453,3855
6521,3282
260,9846
2512,2132
6693,7445
6599,10354
1558,2102
1485,7927
5228,10637
5222,2081
9205,4801
1462,1490
5908,1318
1824,2619
4403,4628
7851,9040
2357,5675
6447,5646
7748,9756
8395,10789
9454,431
6927,8948
4009,5183
6028,2805
4630,3945
4819,514
10178,5660
2124,7995
10192,11295
2223,335
615,6452
2836,46
4122,7011
1448,13
9518,8280
7357,11221
3524,9405
7072,10284
1118,5398
2336,8004
6043,4075
3492,11370
3023,7407
9418,2062
4218,2342
8265,3509
1094,744
1030,2744
6899,2255
2513,5971
325,6555
6245,48
6833,3090
6347,8989
3500,11135
3272,9276
4012,5683
1536,4173
2193,928
9168,631
2246,3229
5494,9003
10355,10322
1024,431
6113,5896
2131,6469
1354,6166
5345,9696
7433,3222
925,1874
3330,2222
5287,7386
6585,844
10597,9464
1780,8509
3442,11436
6130,2409
6019,3032
10184,47
2466,3552
3891,1969
9389,10021
1073,2134
10755,1069
1097,604
3025,2107
4479,682
382,6433
7737,5580
4496,5003
10967,684
8961,4668
1304,2643
1173,1776
11336,291
3483,6136
1806,6490
5276,11224
8540,4184
11325,6680
1918,6808
7988,9322
5023,2052
11163,6820
9759,3474
446,10123
11263,940
193,4316
8701,2420
7884,6030
2541,5594
10981,989
3052,5301
9001,3356
11166,11233
8413,1836
8762,3572
3390,8653
403,9015
2138,4481
10310,2330
11213,10060
709,5522
6703,6620
2892,7670
4540,8434
8119,4708
3512,7091
7531,5253
8257,7959
5770,4813
4592,3074
2853,7214
11529,2712
2493,3990
8548,9076
6020,1149
2271,8699
10036,3250
1196,11352
1557,8690
8958,4867
8782,4676
10980,4309
9765,2997
7863,2738
267,2933
1392,2515
9395,1005
4113,5000
575,6642
9645,10343
1162,5437
7123,535
838,2238
10185,1181
7705,288
3141,6025
596,1217
5763,927
7844,5675
7482,3721
6025,3915
826,2752
4254,581
9202,3822
6109,7160
1381,7930
4707,8316
10561,6688
10942,1585
9168,10226
9724,6304
8030,1168
4494,8776
4965,3768
641,7709
10113,6363
1489,10631
2594,6575
8943,1740
3721,5377
2515,3689
2832,1788
1364,7109
4177,7630
1373,1735
7183,87
3976,3985
2544,4214
6512,4646
5595,3151
520,376
4748,520
2645,8384
287,3192
3591,6966
902,6340
3785,6479
7171,861
9473,6455
9290,7523
1421,6469
11430,1764
9832,9098
9663,9662
1662,5011
5627,11335
80,6063
4789,1227
6925,9688
2954,8753
10873,9358
5762,2193
8283,2132
3115,3052
5765,9712
395,3947
9751,10338
5355,5274
3956,7813
974,3074
9141,1820
5274,1914
166,93
450,5171
9853,1430
3534,3801
7459,9521
660,9114
8714,2322
5535,4111
10395,8514
3920,5046
10990,5617
936,4362
5597,2656
5445,2620
5539,4551
4713,4599
4337,7458
3658,7298
2894,6179
3994,2051
4446,3089
1534,6362
3875,8774
8776,6012
3798,915
10970,10177
4764,4368
1687,10224
8736,2447
11220,4006
10938,5535
7566,3612
550,3591
3907,4599
8528,9088
5281,9717
3521,5079
5640,874
51,6034
7190,2498
10861,5005
2555,5501
4517,9711
11231,9048
3431,1455
5696,4073
993,5377
8655,8006
1110,4896
10221,486
1492,1056
1063,6536
7673,5056
3637,6342
8323,568
7843,11378
623,8377
357,3497
5857,899
9612,3859
1283,9470
476,6136
2014,1029
5136,7441
2350,439
9316,1777
7907,6040
1836,1092
2685,4444
10086,6889
7570,1219
285,6167
4837,6443
7075,2278
4175,6384
9193,6183
898,9108
9246,339
6398,2572
7804,2618
5516,11432
2312,4113
943,2674
6382,1311
3641,2912
6457,9121
1223,909
10927,7530
2988,11186
375,578
5628,7202
3120,3189
10351,7201
6339,7847
6859,6527
8948,5506
3860,2596
4840,6079
8946,2656
3312,8844
8375,1137
3447,1590
7107,6315
1303,1648
8893,1210
5746,1614
6597,7995
5146,2894
4668,1455
2893,1614
10535,10992
909,938
7100,6370
2626,7357
524,662
6163,6202
2650,1758
6477,3097
5692,7711
10978,1657
179,8834
2902,6333
10348,4667
2378,10647
3364,744
6448,8266
1756,3293
4022,797
5338,3157
8815,5740
3891,6568
11338,6512
1809,1601
11535,2952
7528,2771
573,4629
2452,1138
3987,6784
6777,8904
10358,11392
7721,5688
9681,10250
4040,9852
862,1220
2073,7
175,7234
5366,9830
10770,420
77,1393
8239,854
9074,1540
8893,139
1500,9646
1132,7482
3214,1005
2811,7665
6142,2456
5072,610
9723,10335
75,11490
4716,6228
10401,541
6435,9474
1026,96
3147,546
596,4452
1981,796
4248,4443
10468,1029
2150,11493
9852,10531
11374,6958
4666,4930
4886,8622
9163,11370
9649,10066
8110,8257
11291,6942
1891,6677
8738,8021
5493,8527
9675,8542
73,6408
2782,6582
6296,8774
9049,4934
348,4537
1691,10974
9351,2815
5708,2501
5205,1051
10395,10932
2822,293
8397,9222
248,152
1052,10069
5439,11340
7874,6601
1282,11303
8657,4007
9330,6102
5929,2288
157,10420
3901,414
3102,6493
7663,29
3117,10192
8399,7466
1480,7975
76,7189
2075,10528
11203,6449
172,5580
6815,8142
4246,7939
3908,3823
8118,4922
3214,1051
8482,10925
5320,1525
11452,2804
11382,1854
10770,4156
6890,1618
9396,3545
8812,4144
10926,6394
8578,4274
6179,4667
6276,11536
803,10270
11327,7981
7229,4516
2555,4870
11422,8856
8509,2034
9006,1019
1877,6293
7412,3887
9507,5106
5055,2261
7137,479
3031,9040
11324,7810
1734,2034
3356,1984
3814,6524
10119,11330
1588,7135
517,7008
6103,990
7974,4235
9043,680
5090,6989
3269,6006
6147,5218
8119,8193
3475,327
1619,11223
2469,1154
5478,4790
10353,280
8363,7459
960,3928
5392,1699
1506,254
334,6625
2356,8371
7074,3282
10801,7767
3438,1050
1442,3120
11339,10989
10156,5776
7005,4482
5571,178
859,1686
3270,9173
504,4774
7161,6394
3321,3350
3215,1271
1260,5598
9670,6528
9511,3415
4714,3639
2039,2295
5419,1613
10143,1226
10934,2810
10073,7184
5645,787
9728,3918
7441,1217
7486,7295
4627,4064
7340,8249
4516,2215
7626,2858
1683,11249
4973,3319
7838,4539
4973,2083
7809,9749
2702,8047
10072,734
7847,2733
6991,1982
1363,3517
8669,1285
7356,1493
4576,8463
3558,8947
4269,1488
5015,3128
744,7900
2510,4185
817,7001
3898,3340
3274,6481
6855,407
6959,10395
8839,5499
10251,7602
6599,3346
3273,247
44,4354
6448,5151
3486,1383
10941,5388
11458,10482
7199,5223
5859,2161
6832,1636
1283,3648
2963,10211
11369,920
2903,9153
625,9525
4810,336
5139,1655
2052,6115
8639,8621
7349,8924
1031,11450
8014,1048
3997,5998
7536,4287
1637,10062
1165,803
8628,80
9325,731
10292,616
9163,7738
2207,11513
8324,261
500,754
9316,3816
4014,6455
2079,6156
5086,7956
3183,7808
70,4830
5481,1820
7880,613
4627,774
10749,5428
2625,8737
3076,4991
14,4595
2259,3609
6893,4045
877,7129
6882,6570
8290,1349
3682,4106
739,4444
5078,9222
5107,3337
554,5393
10807,8910
8520,9522
11186,3173
6457,871
4154,2854
6104,1377
8257,3797
880,820
2536,9738
568,390
8659,7794
57,2707
8108,24
4865,7228
3718,4225
221,4676
9694,11253
7617,11252
7482,858
4450,6047
6823,8656
8409,2597
4952,10446
9353,750
2636,1715
3251,6193
6370,6745
11539,4350
1522,8965
4901,7753
8262,2899
3852,7146
539,2159
5017,1321
7805,9514
5973,7334
2278,7665
1489,7189
11211,665
4309,9310
2973,7713
10786,6227
756,3215
9132,2493
327,9042
7466,5509
3887,3301
810,4436
8386,7444
10824,5935
4905,9101
2077,3551
7669,7431
5407,1394
5281,4649
3475,10114
3395,5070
1158,6452
7617,8148
7154,2195
538,10065
3728,5281
3920,2994
5710,7303
5055,4673
4089,5705
4431,9139
3572,6298
1002,6493
1232,7282
5563,290
3826,6142
560,4540
3847,9380
3374,717
10770,9352
985,4381
8094,9033
7137,5560
3561,3640
3327,4560
9510,10095
7749,5849
413,10321
1384,3625
3281,331
5708,10575
22,7153
8992,3674
6591,3101
3973,4879
3596,9407
6648,1318
11182,5208
8921,11425
1874,959
8801,6481
6159,8052
788,9695
2839,1386
7947,6376
8360,5778
359,4834
8440,353
2425,2069
7433,323
4516,9347
8534,8791
4977,5779
7710,9704
8607,47
7461,8925
3413,4963
2460,89
3853,4242
10722,4319
1245,3604
3431,7074
5134,305
11362,662
11495,4927
3570,7905
3809,2979
5080,2654
2847,5821
10455,1529
7107,1691
11444,7804
7849,816
62,4969
8293,2261
742,7334
4403,8766
10371,2582
1527,6253
534,1794
6730,11227
4388,11257
1051,5517
4421,4069
1889,6875
7957,8334
3318,11209
1869,6205
2536,8664
8293,6943
1292,774
653,1568
474,4988
6013,10052
2183,5719
8964,7905
2499,2178
4165,7094
5133,11417
3651,1251
4978,10153
5698,1336
4715,617
1731,291
972,5834
1371,11378
9753,4451
4503,9082
2411,4152
5225,647
4353,3149
3864,5301
7331,1187
4242,9507
9039,7125
11261,6619
4387,52
10766,10209
3264,2446
6179,4331
3452,9245
2245,8445
3935,888
2882,9229
2978,10534
8785,7092
3255,3179
5878,5613
9045,8673
10346,7568
10616,3906
9141,938
3133,4883
3335,11532
7902,8261
5169,4893
4774,3950
7069,1009
6308,4558
10112,10108
594,126
2152,1117
248,5160
4921,9131
7091,4226
5205,11482
11213,3534
6648,2106
1549,7828
4545,3597
7980,6214
3775,7866
10562,1738
3265,809
10222,5969
1336,1595
4700,8867
5660,7031
5911,7020
896,1077
6187,9058
1596,7497
8544,8048
4903,6204
5456,56
1555,921
5810,2407
3441,2300
1919,1722
7285,8527
5383,1322
1246,11537
10454,3481
10378,483
818,3347
1088,5525
5809,982
4728,2872
2787,11264
4000,5143
5674,537
6589,8597
7978,6406
2039,1664
6132,3766
5083,10995
11476,6566
4210,7168
11476,1768
1877,140
6820,6896
1537,1448
9663,9303
8856,793
11537,6016
10224,622
7064,3894
8776,4854
3122,2342
2469,4963
3965,2491
5540,5478
3808,5364
10190,6031
9450,2752
9645,2417
206,4711
5726,5350
1143,1177
4286,2738
835,4296
4032,262
8584,6616
7933,10121
4707,1423
7486,10968
1737,5769
7761,7331
3207,6221
2755,6571
9466,902
864,2787
3551,1815
5765,4288
8259,9855
1499,9697
5060,4493
7944,627
3579,11303
606,4036
7801,3107
2089,10464
7728,158
4253,281
1636,10369
1339,2508
6223,2819
6846,6624
11402,197
506,57
3424,8543
1195,8462
7196,7188
1261,9002
8701,7488
8321,9529
8970,9849
10418,6445
5098,6029
1818,4893
8691,1494
7693,7563
4330,8715
7707,10187
9192,2814
1465,5440
10,9691
3098,2683
4671,2756
5635,6998
5770,1013
4025,6463
8014,1863
8679,6278
2724,5744
1059,8410
3118,3364
2609,11159
2343,1334
10589,9347
4853,4523
4295,5371
5907,4540
5338,9609
2455,7000
7630,109
65,1200
8953,946
6007,9121
3245,11231
742,1164
7058,7475
9704,2688
10225,4047
421,2616
1405,5552
11326,11156
6959,10587
7769,8363
8402,6452
1038,10162
9845,1133
9696,11417
8779,3813
3741,21
1221,5579
10756,303
4547,3571
1381,29
1006,7371
11400,7176
9307,5394
179,5070
1738,6538
7893,5898
4768,3636
2223,5741
6220,6508
11388,4191
2289,8108
2534,3494
5118,1065
7132,4353
10230,7571
7137,7135
3570,5877
4932,2815
377,1058
8691,1835
4051,7522
9075,9860
11181,9291
4961,10966
7828,8965
6401,1081
4835,8363
2944,10408
9413,8006
1748,2803
802,5604
8414,561
665,6402
5776,2397
117,282
7291,5722
710,2041
497,4483
1948,9015
7861,943
1530,1675
1555,5738
6379,6910
361,73
9134,8223
11232,740
1425,8944
1357,423
451,2537
10178,5029
11144,6227
306,6901
721,7895
3864,8882
6631,3648
2456,2314
10819,6820
7560,6050
9426,4392
34,7998
6427,1349
5480,7273
7450,2410
329,724
4002,4622
1144,9251
2851,3392
10836,10021
6914,1091
5909,7520
6384,2311
10803,4815
7885,8648
3117,3431
3040,1316
4832,4694
11450,9471
1099,8324
11226,3113
5281,8823
6939,6925
4876,8573
3538,4539
6531,10339
8653,10402
379,3033
3631,475
4885,5393
7147,3638
10357,8256
7331,2180
10962,4716
2718,9124
4909,1634
4236,5128
6186,7411
988,513
3388,9842
4037,3893
6210,3614
2387,10480
5986,9677
10976,9121
9644,2003
7766,288
456,5957
6850,10391
7324,7372
1373,670
5350,4478
8794,5487
104,3897
1949,8369
4515,1602
349,1914
3827,4835
3170,6779
3550,7221
9107,3742
1086,2030
7082,6213
7645,2607
8871,8261
1703,1369
6615,5266
11462,1043
11291,5259
2144,3475
5573,10418
10983,142
1982,3792
4078,424
7402,9701
4536,887
11520,2761
741,10932
3257,8385
172,5488
10221,5386
7902,5956
2809,9696
10337,11253
8252,5741
8556,9518
5818,10190
1023,2423
3608,6862
189,3482
2734,10779
3524,2265
9504,5827
5280,5073
879,829
6343,5835
7565,6810
7004,2350
1926,284
5980,4643
11402,2762
9248,8509
5460,9654
5563,9060
6510,4009
10482,5987
9205,1033
11212,8535
2930,4000
9436,6474
1992,10038
8239,2606
10828,10151
5596,1705
5204,3763
3792,3204
9173,8304
1310,45
5377,10939
1449,4307
4474,1101
245,842
8045,1178
2875,942
2571,855
10324,9412
7088,7707
9473,6894
8988,1138
6905,3185
6791,6251
11177,999
1284,7514
3402,4032
4684,2943
7300,5922
5192,9076
10410,7637
966,3146
297,9306
5610,1764
8677,8439
11257,7469
1562,3455
5558,5643
981,4128
6684,161
677,11242
739,862
1011,11180
9529,1063
1989,2702
11541,2423
10270,813
5510,6136
2025,5531
6693,3616
186,10696
8604,4119
8541,6019
7029,7566
3901,6778
480,5367
6223,765
1845,5659
4676,6648
5574,10515
6552,5479
9661,5710
7073,6730
7720,5251
5454,1483
7271,5344
3918,4230
10674,1529
7220,4070
2217,10788
1853,7365
8836,2074
8106,3474
11299,4460
9704,5470
534,9004
6894,3830
7909,9041
747,3943
11220,6304
10465,184
5089,2372
3201,3949
3098,785
5652,3207
11453,7017
4880,4463
10351,8022
267,2979
5905,5408
405,7686
6455,412
1518,5117
3333,1225
8410,1260
3813,160
884,2589
669,3098
3571,1038
8413,5644
11483,5995
161,2181
10168,2965
2531,1347
2071,11223
355,11376
203,9716
5408,38
5974,2274
1993,8219
1272,4554
9219,3423
1217,5257
11243,2360
1210,5144
2635,7363
5478,5767
319,4030
3934,4025
105,229
8841,8809
8086,129
10639,6308
5261,398
11349,2845
959,1089
9700,1145
2143,8736
1466,1190
9404,2128
651,4478
2437,9185
10517,4976
7289,7436
4906,5907
7288,2295
8933,7192
10356,2046
6031,7900
2213,1137
4246,2985
10483,7371
9559,8669
349,8332
6643,11526
11215,951
7360,9687
282,5376
3724,7493
6217,4490
2657,3871
10861,6539
817,663
5823,6186
10426,2403
8909,10123
3071,7824
6480,23
1697,1953
3506,11440
10945,7153
9668,8944
5657,10143
